reactions,Chemostat_vilu_011,Chemostat_heinmann_012,galactose_heinmann,Chemostat_heinmann_02,Chemostat_vilu_021,acetate_heinmann,Chemostat_vilu_031,Chemostat_heinmann_035,glucosamine_heinmann,Chemostat_vilu_04,pyruvate_heinmann,succinate_heinmann,glycerol_heinmann,fumarate_heinmann,Chemostat_vilu_049,pH6_heinmann,Chemostat_heinmann_05,anaerobic_heinmann,glucose_heinmann,42Cdeg_henimann,NaCl_50mM_heinmann
HEPT2,,97093260204444.4,191014223271579,208309462161818,,151640323723056,,154180593539167,312946320063678,,296215086627302,327132107364167,749699499488116,535936164265556,,297669764934194,134586129263590,158345121010345,394575787587292,253403863850714,303343954445476
HEPT1,,35159143611111.1,32282613968070.2,11416289549090.9,,67112513855277.8,,74633444576111.1,106661274473563,,105501185087619,128519947493611,103548138016232,89085597666111.1,,119342221274409,64175987595897.4,91138729355172.4,129138052625208,149995538981667,150353886383810
HEPT4,63333333333333.4,,,,,,,,,73333333333333.4,,,,,50000000000000,,,,,,
GLCTR1,,14683960453968.3,23152327491578.9,38345631247878.8,,49246630972777.8,,20932103723888.9,114079586441839,,29432807186666.7,62142178150000,88681286208405.8,41977931978888.9,,40428677342580.7,37848791004615.4,15901410688735.6,102665346861458,94910553692619,51036700032857.2
MOAT2,,,3801716480000,,,5534559378611.11,,,12346296211034.5,,,14231077034444.4,35503450651594.2,3776742879166.67,,13686414435053.8,8005039772307.69,12652199160229.9,8124832183750,14189431542381,13277150990476.2
MOAT,,,3801716480000,,,5534559378611.11,,,12346296211034.5,,,14231077034444.4,35503450651594.2,3776742879166.67,,13686414435053.8,8005039772307.69,12652199160229.9,8124832183750,14189431542381,13277150990476.2
PTPATi,,218395751831746,625313639584561,363043438783030,,555340181923333,,213005560369444,581513576429655,,473805525093968,535461078800833,658868179491304,645074792135833,,849434144145376,409799164260257,229340606816322,854375439143750,808220601108810,682789004883809
PPCDC,1740000000000000,22840233503809.5,28555873977543.9,41750919843333.3,,10606633085555.6,,16972237802500,52053973921609.2,1280000000000000,13581057122857.1,25032129308055.6,75964429951594.2,134576636340833,,67765895984731.2,13557216737179.5,27796411245977,54826072957291.7,54698025497381,56333973470476.2
PPNCL2,1740000000000000,22840233503809.5,28555873977543.9,41750919843333.3,,10606633085555.6,,16972237802500,52053973921609.2,1280000000000000,13581057122857.1,25032129308055.6,75964429951594.2,134576636340833,,67765895984731.2,13557216737179.5,27796411245977,54826072957291.7,54698025497381,56333973470476.2
ORPT_reverse,,62124017992381,84575265783859.7,129427900803939,,168416124166389,,567807606448056,313135789810575,,87237806840634.9,224349145235278,223868931206667,402016595743056,,205015939523871,209218514777949,281909288126207,416718853348125,320420372004048,243072689998095
ORPT,,62124017992381,84575265783859.7,129427900803939,,168416124166389,,567807606448056,313135789810575,,87237806840634.9,224349145235278,223868931206667,402016595743056,,205015939523871,209218514777949,281909288126207,416718853348125,320420372004048,243072689998095
DGK1_reverse,533333333333333,840601863031429,590435541154386,954738005906061,470000000000000,602654244969167,490000000000000,1089152519493330,1051744759403680,530000000000000,778292975149524,611948358101389,963606130799130,643217360293334,710000000000000,1076197550381080,819891042627692,1200788444602530,1077807997420830,1007362402797140,1064725237133570
GK1_reverse,533333333333333,840601863031429,590435541154386,954738005906061,470000000000000,602654244969167,490000000000000,1089152519493330,1051744759403680,530000000000000,778292975149524,611948358101389,963606130799130,643217360293334,710000000000000,1076197550381080,819891042627692,1200788444602530,1077807997420830,1007362402797140,1064725237133570
DGK1,533333333333333,840601863031429,590435541154386,954738005906061,470000000000000,602654244969167,490000000000000,1089152519493330,1051744759403680,530000000000000,778292975149524,611948358101389,963606130799130,643217360293334,710000000000000,1076197550381080,819891042627692,1200788444602530,1077807997420830,1007362402797140,1064725237133570
GK1,533333333333333,840601863031429,590435541154386,954738005906061,470000000000000,602654244969167,490000000000000,1089152519493330,1051744759403680,530000000000000,778292975149524,611948358101389,963606130799130,643217360293334,710000000000000,1076197550381080,819891042627692,1200788444602530,1077807997420830,1007362402797140,1064725237133570
ADD,,25896372482222.2,48404788203157.9,51463311516666.7,,47894827326111.1,,82124348465833.3,114234210810575,,86892114642222.2,134213514882222,85265086723768.1,91826107033055.6,,26113157754838.7,79587716006923.1,23385541492183.9,67193791310833.3,32658344479285.7,114350583199524
DDGALK,,23789045060000,123569360249474,8381858526666.67,,21298844652500,,56958487658888.9,20710306607356.3,,53118210653333.3,18762347479722.2,20055089975072.5,,,15146114949462.4,20014118105897.4,23089374345057.5,24858020783125,29480586113809.5,20722958570000
TRPAS2,12576666666666700,4025747532606990,1641764519441750,3610097734246060,,3002465643032780,,2665397851258330,1119551785604370,,1336198716096510,2656058598093330,1857250331116520,2876791329137500,,510312596685376,2137661744093850,544613635109885,606584036103542,670156508466667,552118231501667
TRPAS2_reverse,12576666666666700,4025747532606990,1641764519441750,3610097734246060,,3002465643032780,,2665397851258330,1119551785604370,,1336198716096510,2656058598093330,1857250331116520,2876791329137500,,510312596685376,2137661744093850,544613635109885,606584036103542,670156508466667,552118231501667
GF6PTA,3690000000000000,253353581989841,374905360632281,267597008255758,4103333333333330,362707959389444,4496666666666670,343380263195833,1517417315503220,4123333333333330,639737560169207,794247114543056,1278408883877100,1140322842144170,5816666666666670,1235801476406880,532760940571026,627259060644828,1646800155966460,1689761840068330,1546515083566900
UAGDP,620000000000000,557569281688254,714095337635790,452678498653939,703333333333333,695967799397778,830000000000000,668113433778333,1220544026711720,876666666666667,1094260931143170,1241100526797780,1093788215158550,1289237081388610,1050000000000000,1381573818388390,1049780052919740,1277779072231030,1535931479720630,1522737299972140,1487508524958330
G1PACT,620000000000000,557569281688254,714095337635790,452678498653939,703333333333333,695967799397778,830000000000000,668113433778333,1220544026711720,876666666666667,1094260931143170,1241100526797780,1093788215158550,1289237081388610,1050000000000000,1381573818388390,1049780052919740,1277779072231030,1535931479720630,1522737299972140,1487508524958330
ASNS2,,632856820009207,1095349117177540,886437271010303,,1196557649396110,,1160167525694720,2844942106955170,,2351449510754920,1816662427497780,2478515682844640,1723324560855000,,2849074680324300,2430659769419230,2610514546537470,2950131780916040,2548950938858570,2423101962720710
RBK,410000000000000,1795312449869840,1321418412875790,2269623258209390,486666666666667,1504271151094720,456666666666667,1917026503983610,1167480627178160,373333333333333,1832895020988250,1575238415341110,1441195784615070,1819345826440000,276666666666667,609052377069893,1689468528437950,967286570274712,682893769617917,812634126518095,598632921645238
VALTA,2563333333333330,2665614629294290,3191279421871930,2616532097742120,4360000000000000,3326388223116390,5230000000000000,3272462791194720,5547730115037930,7250000000000000,5530833507819050,4513981295519720,3377695135633620,3251770907629440,6550000000000000,5758789332508390,4524704340941280,4491736057107130,5333126201675420,5659955946608330,4619273239332140
ILETA_reverse,2563333333333330,2665614629294290,3191279421871930,2616532097742120,4360000000000000,3326388223116390,5230000000000000,3272462791194720,5547730115037930,7250000000000000,5530833507819050,4513981295519720,3377695135633620,3251770907629440,6550000000000000,5758789332508390,4524704340941280,4491736057107130,5333126201675420,5659955946608330,4619273239332140
VALTA_reverse,2563333333333330,2665614629294290,3191279421871930,2616532097742120,4360000000000000,3326388223116390,5230000000000000,3272462791194720,5547730115037930,7250000000000000,5530833507819050,4513981295519720,3377695135633620,3251770907629440,6550000000000000,5758789332508390,4524704340941280,4491736057107130,5333126201675420,5659955946608330,4619273239332140
ILETA,2563333333333330,2665614629294290,3191279421871930,2616532097742120,4360000000000000,3326388223116390,5230000000000000,3272462791194720,5547730115037930,7250000000000000,5530833507819050,4513981295519720,3377695135633620,3251770907629440,6550000000000000,5758789332508390,4524704340941280,4491736057107130,5333126201675420,5659955946608330,4619273239332140
DHAD1,83333333333333.3,194844001042222,330409586960702,291526694575455,113333333333333,287854661526944,206666666666667,466875533894445,981464192877931,153333333333333,886437465623810,864757181716111,660919224580870,769595401518889,263333333333333,974381535835699,725068194634359,801535673315402,1196075588877920,1201020117599760,1205293317704760
DHAD2,83333333333333.3,194844001042222,330409586960702,291526694575455,113333333333333,287854661526944,206666666666667,466875533894445,981464192877931,153333333333333,886437465623810,864757181716111,660919224580870,769595401518889,263333333333333,974381535835699,725068194634359,801535673315402,1196075588877920,1201020117599760,1205293317704760
KARA1_reverse,28730000000000000,8823710950617780,15087595436131200,10358313487548800,34793333333333300,20128785582159400,39540000000000000,14519586640894200,23168669286839100,41210000000000000,16661234545869500,24239631745011400,30176944877393300,21605900081751100,48580000000000000,25887545035592900,21056598788027400,19268767701408700,33171244257450400,32628872103241200,31288524429873800
KARA1,28730000000000000,8823710950617780,15087595436131200,10358313487548800,34793333333333300,20128785582159400,39540000000000000,14519586640894200,23168669286839100,41210000000000000,16661234545869500,24239631745011400,30176944877393300,21605900081751100,48580000000000000,25887545035592900,21056598788027400,19268767701408700,33171244257450400,32628872103241200,31288524429873800
KARA2,28730000000000000,8823710950617780,15087595436131200,10358313487548800,34793333333333300,20128785582159400,39540000000000000,14519586640894200,23168669286839100,41210000000000000,16661234545869500,24239631745011400,30176944877393300,21605900081751100,48580000000000000,25887545035592900,21056598788027400,19268767701408700,33171244257450400,32628872103241200,31288524429873800
KARA2_reverse,28730000000000000,8823710950617780,15087595436131200,10358313487548800,34793333333333300,20128785582159400,39540000000000000,14519586640894200,23168669286839100,41210000000000000,16661234545869500,24239631745011400,30176944877393300,21605900081751100,48580000000000000,25887545035592900,21056598788027400,19268767701408700,33171244257450400,32628872103241200,31288524429873800
UAG2E,,41509973779682.5,81780413173333.3,41869441869393.9,,111141470982778,,73198362038333.3,263039650238161,,116960653492698,238329580233889,192415645508986,300535531801111,,309450275906237,120211657702821,115361590587356,376689172276458,386164807472857,375351529833095
UAG2E_reverse,,41509973779682.5,81780413173333.3,41869441869393.9,,111141470982778,,73198362038333.3,263039650238161,,116960653492698,238329580233889,192415645508986,300535531801111,,309450275906237,120211657702821,115361590587356,376689172276458,386164807472857,375351529833095
UACMAMO,,26519412904444.4,59771034253333.3,59542414963939.4,,78558730562500,,55292086303055.6,210325010028046,,128794767945714,172941342393889,152080896141159,200517630564444,,169749501638495,88833053516410.3,37681992399310.3,222760563428750,218147976332381,194728101439286
