bnumber,Chemostat u=0.21 (1),Chemostat u=0.31 (1),Chemostat u=0.41,Chemostat u=0.22,Chemostat u=0.26,Chemostat u=0.36,Chemostat u=0.46,Chemostat u=0.51
b3925,43.7846438133,42.015336365,45.8557667793,52.2485267409,44.018462213,46.9327995345,52.9410692993,56.8610170733
b3926,500.2966507831,475.0849466654,271.3667132493,754.6346977674,448.3648092979,477.6021616306,191.0552513242,
b3928,6577.430221479,6454.4207452473,6959.18863389,6475.2919331096,6604.6256820499,6836.7021091226,7087.8132145151,7485.7383666009
b3929,941.1643165947,890.40687556,701.9903181697,978.8772060211,917.9820240405,719.7246732612,691.0813237227,639.980445114
b3931,1174.7412833699,1229.1492333365,1317.9470208846,1203.2535059575,1181.3400424707,1245.1548177363,1406.289507328,1387.6832503826
b3932,370.7010012696,347.4110157625,366.9907049306,375.1484602218,368.2744420929,360.9299124721,408.7416383961,391.4367431253
b3933,72.7527389609,80.7722312995,81.2693786642,95.9047540804,85.2396838816,67.3978114619,78.9084359065,87.9056907988
b3936,9106.1468113485,11385.8344435686,13567.8787715188,9518.6730277177,10437.4177054064,12413.8743293195,14146.3758859211,14700.2379515979
b3938,1708.5347400662,1830.2306664562,1871.7098972294,1679.2644432313,1518.6694024149,1910.7545627806,2171.9982624013,2130.443309193
b3939,393.8265715465,455.3159063018,496.9015078474,396.1842222751,417.3385852497,438.7364364477,512.0954417904,429.7345498144
b3940,85.1686884687,100.952582607,128.0752814728,72.7427817689,87.9322438766,97.1336269256,150.6456845214,146.7187813856
b3941,887.103448723,1210.8166174494,1591.2137089677,874.620863799,1037.1400827703,1292.8605569978,1688.7774262088,1719.0437034631
b3942,2365.9890166147,1675.9864234011,1171.0960546244,2494.5443185357,2154.8846795198,1425.0033257785,896.7419476182,790.8825847203
b3947,,,,,,,,27.312361085
b3955,136.9067616123,163.052882597,186.9858681062,141.5340381023,161.8041074741,174.4261019541,209.4492642329,205.0937664953
b3956,2521.232875131,2963.0709164617,3322.8311430243,2630.2660349304,2734.9537049048,3223.9573158273,3810.0001588714,4046.9889952767
b3957,222.2487074625,224.067867686,281.4533521811,225.6538176198,218.2753233849,275.6882243168,293.7775078205,330.6153813732
b3958,485.694323282,570.5343808544,593.3911285258,389.4224237552,357.2656918614,493.6983167224,670.1123905533,650.4630307106
b3959,1382.852757766,1588.6725780359,1517.604140084,943.5527167702,1285.6952671744,1338.5702277477,1459.6408769812,1592.5819680683
b3960,539.1317946379,730.7758367391,1018.9148678433,681.0940516491,613.8046266166,926.2694946669,1003.6245604363,1199.7038519759
b3961,139.7745543413,146.1800571176,135.0383260477,155.3802131783,250.9112684551,151.3952049288,132.0201110702,127.0299127115
b3962,2048.9111744563,2138.0798475572,1795.2104903653,2044.5933893929,2087.6521518403,1885.4677832318,1586.1192290067,1194.2725345754
b3965,117.9996764221,128.6591647413,127.486288049,,,,132.9848908553,157.1068629644
b3966,240.8914279333,244.7086742502,231.7310116195,239.2275180797,264.057621985,227.6761113609,236.4841491803,235.8735952252
b3967,,,,,,,,
b3972,,,,,,,,5.4799575048
b3974,81.4714005953,68.3620612776,67.2006474954,66.4414930167,63.6661627285,61.0339023011,,60.4190777871
b3982,3679.8461036602,3807.1509460464,3800.250847088,3734.5516805472,4044.8459309175,3815.5550517942,3699.9262505564,3709.868921163
b3983,9415.7427142326,11687.5268534564,14012.5461226222,9309.4682048387,10335.2459242145,12850.8986084971,14633.0339868997,15681.9633044505
b3984,15637.3138286173,19512.3922807604,23521.3582327738,15829.4214190687,17691.5227040611,21465.2836444737,24627.2705234717,26276.8344166281
b3985,18530.6258556497,22110.5116940633,26163.6235191484,18280.606786872,19872.7145220907,24249.2800279436,27794.9870494089,29746.6082955976
b3986,40543.0946615855,47825.2115872845,57042.409760502,42045.9013476889,43749.7390544184,51982.3066520534,60348.5625483035,62297.1506574471
b3987,3534.4118070737,3743.3431845473,3815.6874302434,3503.6130562526,3564.701265689,3686.5202830135,3833.4143013809,3794.8042965353
b3988,3622.642261226,3729.2782782381,3838.0842032192,3570.5141044028,3690.4997676806,3770.531138088,3908.7128558165,3833.7622974064
b3990,,,,,,,,
b3991,710.5138832169,894.2601823416,934.4886217222,750.9927109912,755.6310833344,899.4121775559,961.8798082824,1002.8654306767
b3992,520.8490442933,539.2266991884,596.8916118802,530.3844538973,532.8048124516,632.339787848,557.3142786168,523.7083811838
b3993,439.0983962141,488.6464404992,442.6495355413,399.5991007963,449.8808823691,414.8165451769,441.0093706963,411.7444941414
b3994,546.7113196124,678.92195369,734.913376234,526.8448731938,606.345286134,723.945479212,870.6384795053,913.176168609
b3995,392.5047214626,341.3636786729,,445.0529682232,473.0733923074,406.590643471,211.6645886095,172.3187697586
b3997,206.6766784932,220.9192688998,222.085942724,205.5571210626,227.3263538587,232.7047975683,199.1194515206,207.4307346906
b3999,165.8194255192,197.2156175335,203.8852462421,176.8473044604,176.398978508,202.0666791697,198.2256583239,215.2141480224
b4000,58529.9977641162,54052.3201679564,48279.752764436,58292.8032116964,59986.7733041795,52237.6030539505,47472.2600231577,46265.423806247
b4005,382.2799515287,421.6018015972,510.9506113971,371.6073055604,393.6511646005,456.2299136399,609.6914290686,676.4899191846
b4006,1188.9930732012,1390.6100012696,1775.948779034,1190.9266721943,1276.0407618906,1529.2740300352,2039.4457815573,2296.8598565076
b4013,588.5468013744,502.291263479,456.2171321335,599.1517024582,598.0980315574,490.7608670305,497.9021130834,538.4929346335
b4014,16839.065222956,13892.2783308059,10552.3485448238,16854.8901614845,14850.8674156674,11376.220570488,8763.1921154974,7574.3697276732
b4015,168001.438496753,122710.89807043,70926.402301289,174170.6680609,150310.071276042,93119.8711770398,54484.0233533898,39571.7429417682
b4019,187.2545341445,209.1208294399,198.2574028067,188.2738149307,197.5379586262,187.980542023,217.4699361087,199.2038960678
b4021,121.9255317616,,,186.360427256,,185.6562674176,,
b4024,307.8365674212,344.8366078875,447.6235848059,330.8103832826,321.0554400623,332.4543591291,478.0527227818,566.2874727231
b4025,3091.4270623302,3024.1053165884,2872.574768365,3179.2689858631,3042.7394988002,2981.7541440797,3060.1397672463,2913.4983197238
b4033,,,,,,,,
b4034,26985.7371905929,29171.3376168522,17938.5675443007,21938.759814802,18110.1719608471,17479.1799442312,12938.269931057,6773.8114961894
b4035,696.0794558257,663.7501702323,439.5490997546,774.4220479913,645.7408110494,606.0123961406,310.9882643601,110.5511980475
b4036,15516.1517946913,15045.4658085526,13002.1825085944,13553.8463157309,15202.3904804323,7125.8779143125,8885.9951445331,7510.7243846515
b4037,4663.0036998501,4831.1924232401,3771.9447020033,5118.4046609897,2809.8977373339,2427.8959987539,3363.1893505545,1678.753905611
b4039,,,,,,,,
b4041,208.0045072742,177.3560516106,153.3471462492,216.8877735634,206.0476742882,171.1605201181,141.5430484227,145.4563165197
b4043,204.9818219281,143.163530921,158.6070875434,173.2749476824,171.9533829419,145.1244722916,127.5326096869,154.0040533957
b4045,,,,,,,,
b4049,,64.5475379501,77.5662231585,83.8638309172,80.2457795055,78.784241018,64.6545720688,75.5712283088
b4051,486.6762591427,357.2429206912,263.646351106,498.515358032,413.3461812464,307.9590925655,221.7775324018,176.0421202832
b4052,49.6244942962,62.2144629311,55.8552854337,78.9214752034,63.6003794985,69.4761166215,47.6818193374,58.8843359945
b4054,1474.4327140163,1425.2116852771,1386.5845640244,1451.4872371549,1402.626093109,1390.3183674501,1228.3369781843,1211.8508678826
b4055,,639.461669162,,238.0510050756,,,,
b4057,551.3367645917,426.5174485389,319.7315060301,607.369702733,551.6954463497,379.2000338563,244.2523276866,234.811293228
b4058,57.634456213,45.2511117849,42.4262547294,59.1290922305,61.7974040429,49.0819265403,47.6648663432,40.1304839902
b4059,2422.5384722457,2033.8836757377,1852.4375148307,2269.455027435,2205.8219690427,2015.7332884415,1604.7157371524,1642.6052684285
b4064,103.0379237721,117.3732558956,134.8285113276,99.8266249218,108.2868695013,124.0436383016,170.2889094439,179.1672930585
b4067,641.718752984,337.1635210307,,388.6304269685,202.6701744511,,,
b4068,,,,1474.5375549755,315.339414176,,,
b4069,12226.9558616494,13739.4405828339,9015.0489244679,13256.0735856177,10987.3036951328,6854.2719636202,6306.19329066,2945.1874075579
b4107,257.0353826274,163.1598164921,,222.1574752008,,,,
b4108,367.4942288905,368.2268035864,379.350611765,374.2976174137,,,341.9530900618,309.2870217107
b4110,,,,,,,,
b4111,22.3175579767,37.7576619079,53.6429598178,18.6683307274,,37.2168575839,60.6606770546,62.3560247694
b4113,,,,,,67.1066300994,,
b4122,,,,,,,,
b4129,,,,,,,,
b4135,291.0775359081,260.288106282,208.283412176,310.3964536132,293.0290593764,244.6119066809,195.3096832713,171.5327065783
b4136,,20.7907131121,15.2329608124,,,,11.2604761093,
b4138,,,,,,,,
b4139,3569.4346971901,2507.7911083633,2095.3939870595,2144.8810451932,1862.5114192545,2572.2728092355,932.3485129313,894.4968593524
b4142,30981.6595683681,28102.0492854549,23338.3886726102,32852.8763981519,30312.1076340178,26776.8047903882,22142.2278761475,21004.8414757063
b4143,25252.0033082051,23031.3927487081,19830.784686143,25814.5819134513,25169.5160057227,22039.2092718305,19913.5883698391,18543.0527160251
b4144,1823.4797401962,1553.678274567,1409.7178569173,1773.3715604744,1669.3362479835,1481.744045205,1164.8446371606,1130.9095038296
b4147,2689.7499983514,3003.1390150121,3350.6817543991,2583.8555507464,2951.9563348473,3127.1756739519,3272.760317644,3286.2974722996
b4153,,,,229.1497123662,,,,
b4154,393.5479720045,296.3934291887,181.6149561385,329.7057436912,412.8299533062,329.1307217916,136.7759420482,133.5016351805
b4159,,,,,,,,
b4160,336.9552575524,315.1765820196,282.0545334957,297.2243281772,321.0825388913,282.4842240068,272.3483421379,268.7142414739
b4161,204.0923550061,225.0412885939,187.1595058057,199.1006386491,196.6804044993,184.0426727539,183.3003253565,159.4525806216
b4162,477.5061157071,419.4126523997,402.7121155118,493.6065176789,428.5161291021,390.3695678986,416.8716528416,412.4025316628
b4168,,,,,,,,94.4265540515
b4172,11396.5362269981,11545.7130824537,10032.0562593697,11676.3675974351,12009.9196438674,10455.3092040407,9884.7596212101,9267.4917250404
b4173,43.9014160068,,41.5973791819,43.4569821273,43.0860682976,43.7917072516,41.4627663947,31.8594980019
b4174,710.2611289078,764.4799349314,782.669464445,753.5771216331,778.6390393079,830.7085072523,907.865361539,800.5088980736
b4175,1108.9888193907,1140.5894900963,1192.3685923455,1152.8896125858,1134.6058143578,1178.4420329203,1232.6663688118,1174.9784417408
b4177,7943.3463947502,8196.337229526,8322.3319940241,7987.5509935158,7952.0591726898,8177.6206341655,8404.6037483765,7846.5510728553
b4178,,75.6925749211,,,,,,
b4179,107.0494053267,92.343887781,99.4767196267,94.2047862542,92.5845849083,95.6442729773,106.2386284258,99.1902534763
b4180,,78.4363607007,,63.6792534316,54.9619145984,62.9735328958,71.0407171224,66.5304537996
b4200,12588.201617698,15364.1834914489,17650.1430596236,12819.2308013569,13380.4434726227,15980.264604796,18597.7435121847,19606.0074728095
b4202,12710.7150759419,15222.9607842332,17693.5036006805,12117.1216837538,13421.6181469442,15917.0904209819,18294.1122583972,20127.7734007695
b4203,23977.9475174863,28755.4357936181,33918.9318035076,24551.8362259082,25912.7622077873,31919.0909767716,37134.6349050403,38746.2194260402
b4207,1861.3925029369,1996.3325687512,2140.6546670927,1833.8362219072,1903.7840296115,1978.5333798151,2052.3292783253,2065.9753261132
b4208,713.1854796507,505.3260897946,383.6129201788,737.1803055245,673.0722446058,500.242523054,294.703480238,203.8491374003
b4211,,6.9012792357,5.4142865187,,,,,5.6195491228
b4213,74.908996012,284.2304438376,148.3564333411,283.2455250342,195.9107730636,108.9379305981,157.5974320164,122.5523643756
b4214,489.9716992448,440.9756020022,279.1236431928,416.4586506237,357.3197573674,402.011932712,304.9911314701,310.385929426
b4216,,,,230.1052490757,,,,
b4218,,,109.9612867397,81.5887748637,86.7416743465,79.5941464343,89.8745573613,76.0381572208
b4219,132.8101713708,99.9115715631,91.6827386033,122.3594025412,110.969559014,79.1791746473,,77.3044847782
b4222,,,,,,,,
b4226,13334.0174813846,12588.1224635334,12074.0425852772,13243.987553412,12856.7367952817,12295.6453310415,12305.2483340357,12146.6585575051
b4227,4570.826614545,,,7257.1854254613,10738.9640032696,6281.1728510404,,1805.0479810578
b4232,787.3125956513,831.4272780521,756.346337523,727.5659864984,783.0878315415,701.6333203023,747.4683411628,854.2475539826
b4233,207.9154474353,210.5756354437,228.166037087,199.1227205084,194.8994379522,218.7152464332,236.1862180257,239.2941583264
b4234,211.9565522112,213.6276969707,327.7072911058,220.9138135704,217.2500273811,172.5565143619,150.5678913113,178.6887258742
b4235,476.3384244672,468.8496739822,438.7412836323,488.0559739377,488.8598030295,442.0279519125,460.0333419083,442.7669991787
b4242,,,,,,,,6.7643959721
b4243,7009.4249579679,8431.5992684021,8155.3206727101,7184.9040246192,8118.6093481135,8723.9370698715,8090.3646456459,7318.8588548326
b4244,11140.4666320532,16121.4185022765,18471.3790110433,11214.0599482357,15032.8474803562,17147.8773575731,20132.1126308898,19723.0809954799
b4245,10866.6346924772,16216.0841540492,18505.9432326844,10465.5469780838,13872.6088599397,17265.0341509356,19572.3720695501,19604.8210417516
b4252,19334.1954330297,15784.4211865158,12850.0183837393,15194.2829266021,17836.2770453636,13262.8493327762,17608.5660316826,17422.3290694375
b4254,1616.3695935626,2153.5158877833,2427.8293271904,1608.7170749648,2040.7436439279,2311.5500222,2590.6613894968,2851.3911474642
b4255,707.4667445783,674.9179475594,597.2016511075,731.0926494312,649.1872186069,605.375342767,584.3046672472,564.345756611
b4258,786.4228950076,852.3351023559,924.61644803,795.7444913481,805.1919479282,917.1018810328,969.5276576157,1061.7341796193
b4260,609.1194682706,547.7690802404,574.9163783317,589.023270563,616.2959052408,611.0803063536,584.7692536821,515.4580679389
b4261,,,,,,,,
b4262,,,,,,,57.1093080215,54.0971897146
b4263,,63.596200618,60.6076011692,75.7384363683,55.2102150106,27.3733920513,,56.5122604754
b4269,,62.4834626854,52.5147203568,73.1382852564,53.2757365486,,39.9724097645,34.5409011914
b4278,35.6901341898,44.6653242433,75.1168787135,33.5336205725,40.5584074654,54.019244407,47.7374560027,42.5058509883
b4295,,63.7462599707,,,,56.3617156107,,53.2479058099
b4322,381.0560309978,401.5011967733,280.6731345353,353.37995091,418.2366100118,256.5811597358,186.6605008786,114.0829436397
b4323,,,,,,,,
b4328,,,,,,,,
b4349,67.9724183402,76.053584179,83.915624192,66.5663283965,81.3575895395,86.711474651,95.6144574049,100.7227472567
b4350,,,,,,,,
b4352,,77.6678399289,,98.5182583257,77.535729349,102.2626378652,92.5171524912,69.3247457668
b4355,179.5784444226,178.1306708801,187.5009100863,88.4919932174,134.0228125203,118.5613860475,132.3423759119,131.5437828411
b4359,,,,,,,12.5524524752,
b4360,111.0427050155,134.3222195252,112.262761268,,,,98.7549057226,112.4273947068
b4371,182.2835756386,187.6213285685,172.3533482756,199.2838994873,180.3016115514,191.3774476916,187.0085852723,193.1827381499
b4375,323.1815067009,395.9628883024,455.3006831229,316.4469241743,365.7404227178,418.982432713,503.653102291,509.5802735054
b4376,878.0796390921,1077.2995991958,1137.6752076304,719.7087507618,971.4065680847,1262.9076196468,1221.5286039811,1263.8674330304
b4381,804.3844163637,717.6595626923,672.2758200081,781.2983214,734.3863680463,636.6899689706,534.4295788937,515.6494872119
b4382,143.4664475647,116.4017116241,98.6672897432,162.3596933396,134.1144864699,110.0566762864,90.7445847556,80.3290200376
b4383,1729.0241876706,1285.6983467521,1046.2619453049,1619.7142814637,1376.349246081,1111.2475453139,918.0448407023,794.2475038383
b4384,4512.0557972875,4479.578052313,4008.5969274078,4819.5460424625,4548.2191737182,4416.9483785773,3741.5207368558,3581.3338932924
b4386,55.3882356878,55.6639277002,50.1178031657,34.6578018388,52.2843628547,59.0820096244,,50.3054811254
b4388,39.9562349632,32.3303960942,38.758073349,39.1613162742,41.6426343476,,,36.6649250239
b4389,,,,,,,,314.0491778067
b4391,2556.5260289464,2833.1430049731,2887.5765861387,2572.1390155275,2667.4610372439,2791.0439264245,2951.2122858569,2882.6451411067
b4392,7.3242400128,,,,,,,11.1670270515
b4393,,533.4343134474,483.8150450368,,,,739.5503761163,
b4394,,,,,,,,63.7711313186
b4395,232.1705986883,234.0796685399,201.2108818379,213.1970110966,185.6695512181,238.4009978204,195.0901162466,174.935681312
b4396,137.3095797236,,135.4354737034,172.1200042951,181.1170363636,148.433489329,139.3807723166,
b4397,284.8441812406,,,246.9797040104,275.0166427447,,,299.5036121143
b4401,5152.6608879429,4050.8479663202,3026.8995344369,5074.0204118447,4532.8702582923,3491.8915750103,2519.1538132804,2218.7267608135
b4406,531.460143359,448.7900756521,410.5292769362,632.1152929613,552.3479556223,659.3470127572,413.7891677032,333.0979963685
b4411,,,,,,,,
b4469,,,,,,,,
b4488,,,,,,,,
b4517,,,,,,165.0636836609,,164.1134256221
b4519,,,,,,,,
b4537,165.7436630508,186.70219825,205.00093565,246.2818100045,294.6088762913,215.9480404652,260.9967796574,251.1780351749
b4554,869.2810846916,607.3950480298,728.4257047929,1059.4013552508,752.007024625,716.2250284618,666.0829947138,545.2286278764
b4558,561.1429816033,514.5560138874,463.1414963975,545.4678827768,539.1371303009,440.9443861652,470.3129657674,464.9149494545
